guid,Schweiz (codiert),Schweiz (uncodiert),Remarques,Bemerkungen,Osservazioni
3A1EDC29-6924-4017-8FF8-FB851BDD98F9,3,gefährdet,zones lentiques et eaux stagnantes; absent en Engadine,"Stillwasser und stehende Gewässer, fehlt im Engadin",acque stagnanti e specchi d'acqua; manca in Engadina
A537679D-C57B-47C1-BC71-2F7254393269,1,vom Aussterben bedroht,Rhin près de Rheinfelden,Rhein bei Rheinfelden,Reno presso Rheinfelden
859DD66E-C0FB-49B2-819F-AF30C0CDF017,4,potentiell gefährdet,pas sur substrat cristallin; absent au TI et en Engadine,"nicht auf Urgestein, fehlt im TI und im Engadin",non su rocce cristalline; manca nel TI e in Engadina
9BE40095-1B30-42B3-B424-AF12728C88F4,3,gefährdet,Plateau,Mittelland,Altipiano
C913C070-0004-40E9-B0D6-B7FF7AFD749A,1,vom Aussterben bedroht,Saufla dans le Val d'llliez,Saufla im Val d' Illiez,Saufla nella Val d'llliez
1C6AC7D0-0721-4B50-A157-9718FF89076F,2,stark gefährdet,zones lentiques,Stillwasser,acque stagnanti
01211B14-AA06-4D80-8B9F-67D768281AF4,1,vom Aussterben bedroht,"dernière mention 1910, Rhin","letzter Nachweis 1910, Rhein","ultimo ritrovamento 1910, Reno"
990C67B3-8165-4287-A3B4-55D7AD0D40D0,1,vom Aussterben bedroht,"Rhône, Rhin","Rhone, Rhein",Rodano; Reno
73433F80-0B8A-42C5-A9B7-0293367EC8D7,2,stark gefährdet,Plateau et région lémanique,Mittelland und Genferseebecken,Altipiano e bacino del Lemano
17F38E96-0A9A-4C7B-9B26-E64246F392DA,4,potentiell gefährdet,,,
9B0D0165-547B-4BD0-970A-DCDA125E4CDB,1,vom Aussterben bedroht,Sarine près de Château d' Oex,Saane bei Chateau d' Oex,Saane presso Chateau d'Oex
DE9393E4-8AB7-4EA6-93F3-1F58F95ACC7E,4,potentiell gefährdet,,,
9DE07169-9F4F-4366-ABFB-72A99A05B0EB,3,gefährdet,ruisseaux des Préalpes,voralpine Bergbäche,ruscelli montani nelle Prealpi
4F82E404-A6EE-4938-9021-FDC468CC3FBB,4,potentiell gefährdet,sur substrat cristallin,auf Urgestein,su rocce cristalline
1F68581A-3DD5-47F0-A851-F41CD21281B2,2,stark gefährdet,"rivières du Plateau (Thur, Rhin)","Mittellandflüsse (Thur, Rhein)","fiumi dell'Altipiano (Thur, Reno)"
03450B08-CC29-48EB-8781-08B3DCE04D33,4,potentiell gefährdet,grands ruisseaux (étage collinéen),grosse Bäche (kollin),grossi torrenti (zona collinare)
8E1C1FDD-7A6C-435D-B260-E70754552A74,4,potentiell gefährdet,Suisse orientale,Ostschweiz,Svizzera orientale
A7451420-9C51-45A0-AB89-E094C6CBB4CB,4,potentiell gefährdet,pas sur substrat cristallin,nicht auf Urgestein,non su rocce cristalline
2C3CDD2E-6AC8-44AE-88BC-ADA65F2C6C31,1,vom Aussterben bedroht,Gérine près de Marly,Gérine bei Marly,Gérine presso Marly
33A25850-72DC-4F1B-9EC0-23D27C91AB69,4,potentiell gefährdet,sur substrat cristallin (étages subalpin et alpin),"auf Urgestein (subalpin, alpin)","su rocce cristalline (fascia subalpina, alpina)"
454612E6-24FE-4F4B-BD5B-4D068FA00179,4,potentiell gefährdet,sur substrat cristallin (étage alpin),auf Urgestein (alpin),su rocce cristalline (fascia alpina)
C1A3694D-E61F-4058-AF3F-04A2F58A61E8,4,potentiell gefährdet,ruisseaux des Préalpes,voralpine Bergbäche,ruscelli nelle Prealpi
4E5CFFD8-6968-4AC9-AAC7-02108808068A,4,potentiell gefährdet,,,
829BA601-4996-4167-B249-0355DFB030A8,4,potentiell gefährdet,,,
7AE215DE-1AAD-4979-A310-F57DC6B8A5C2,2,stark gefährdet,Rhin,Rhein,Reno
F3BC9EB9-2E42-4C45-B1E1-B66C49F20A1C,3,gefährdet,"absent en VS, au TI et en Engadine","fehlt im VS, TI und im Engadin","manca nel VS, nel TI e in Engadina"
BD4EFE03-2769-453A-B034-B1BAA19C4344,4,potentiell gefährdet,,,
D564142D-AD49-4D7F-8994-9F69EDD458AF,1,vom Aussterben bedroht,Lacs de Neuchâtel et de Constance; bord des roselières,"Neuenburger- und Bodensee, Schilffeldränder",laghi di Neuchâtel e di Costanza; bordi di campi con canneti
3D19BBBF-9C4B-4A19-B1AB-03F7FAFC6A92,2,stark gefährdet,"Rhin, Thur","Rhein, Thur","Reno, Thur"
A13A2C53-A9F1-43DC-982D-F245A5C0C6D8,1,vom Aussterben bedroht,"eaux courantes (Thur, Landon)","Fliessgewässer (Thur, Landon)","corsi d'acqua (Thur, Landon)"
480B76B9-E241-47E2-8595-179E576EC003,1,vom Aussterben bedroht,"dernière signalisation 1955, Lac Léman","letzter Nachweis 1955, Genfersee","ultimo ritrovamento 1955, lago Lemano"
AA71FF36-4FF4-47C9-8DFB-AB9DDDB5C10A,4,potentiell gefährdet,pas sur substrat cristallin,nicht auf Urgestein,non su rocce cristalline
BEE3A992-1A0B-4A66-AF26-531EA3A79CEA,2,stark gefährdet,"Lac Noir, Lac des Quatre Cantons, Lac de Ritom","Schwarzsee, Vierwaldstättersee, Ritomsee",Schwarzsee; Lago dei Quattro Cantoni; Lago Ritom
CB688012-1376-4365-A8CB-AFB77D8DDA33,4,potentiell gefährdet,,,
1E0755E9-FDEE-4CFE-89AC-7420FFA606E5,1,vom Aussterben bedroht,"région lémanique, région de Bâle","Genferseebecken, Region Basel","bacino del Lago Lemano, regione di Basilea"
E3CD5DC1-5192-4F3A-94FF-6F20EC9396C9,1,vom Aussterben bedroht,"Lac de Neuchâtel près de Forel, Lac Léman","Neuenburgersee bei Forel, Genfersee","Lago di Neuchâtel presso Forel, Lago Lemano"
990C62E2-41B1-487A-82BC-55022700E6ED,3,gefährdet,"Orbe, Lac Léman","Orbe, Genfersee","Orbe, Lago Lemano"
174A898F-07F6-46F4-9B72-464B4EDB7CA4,3,gefährdet,rivières du Plateau,Mittellandflüsse,fiumi dell'Altipiano
BCBFE18B-58F0-4B4C-B2BD-4D6014365F76,0,ausgestorben oder verschollen,"dernière signalisation 1865, Zurich","letzter Nachweis 1865, Zürich","ultimo ritrovamento 1865, Zurigo"
78BA48DB-DDB0-4704-A876-1973D9795016,1,vom Aussterben bedroht,zone littorale à fond pierreux,Uferzonen mit steinigem Grund,zona litorale con fondo sassoso
5B9D75D7-347E-4A22-9073-AB6EC896DD8A,3,gefährdet,lacs et rivières,Seen und Flüsse,laghi e fiumi
95545722-6AF5-43A6-865F-BD8AC166636E,2,stark gefährdet,eaux basses riches en végétation,"seichte, pflanzenreiche Gewässer",acque basse ricche di vegetazione
3BBD0D73-4C91-490C-A27B-B20B372089B3,2,stark gefährdet,lisières forêts orientées au sud,südseitige Waldränder,margini boschivi esposti a sud
A1CF4251-551F-4D55-A6E7-0031FF2B63B0,4,potentiell gefährdet,"sources (BE, GE, VD)","Quellen (BE, GE, VD)","sorgenti (BE, GE, VD)"
A333D066-C5A6-4BE4-A7CA-6A276DD9CA26,4,potentiell gefährdet,eaux souterraines (Hohgant),Grundwasser (Hohgant),falde freatiche (Hohgant)
6BD567A1-2CD6-4BFC-A40C-95CF00DEDD8F,4,potentiell gefährdet,eaux souterraines du Jura,Grundwasser Jura bis Randen,falde freatiche nel calcare del Giura
17F692E6-2C44-4899-8EF8-13D44FD666C2,0,ausgestorben oder verschollen,"eaux basses riches en végétation (TI), exterminée dans le lac de Muzzano","pflanzenreiches Seichtwasser (TI) (steiniges Sublitoral), im Muzzanersee ausgerottet","acque basse ricche di vegetazione (TI), sublitterale pietroso estinta nel lago di Muzzano"
13DCEF9E-795D-4A9E-9CDC-792EAB358EE2,3,gefährdet,"eaux basses (lac de Zürich, Greifensee, Hochrhein)","Seichtwasser Zürich- und Greifensee, Hochrhein","acque basse (Lago di Zurigo, Greifensee, Hochrhein)"
9CE95541-712B-48FF-853F-B417A390F104,4,potentiell gefährdet,forêts rocailleuses,felsige Waldstandorte,stazioni boschive con rocce
4CA74B8C-8834-4321-B8DB-055B0C202950,3,gefährdet,forêts thermophiles clairsemées,"lichter, trockenwarmer Wald","boschi caldi, secci e radi"
830EAD8F-E72A-448D-8DA3-09289E45E755,4,potentiell gefährdet,sol forestier profond,tiefgründiger Waldboden,suoli forestali profondi
E76E1F03-3E66-4D9F-B13B-755638BC6D4D,3,gefährdet,"rivières, étangs et lacs","Flüsse, Teiche und Seen","fiumi, stagni e laghi"
B3781986-DD81-4BAC-8C24-185A42FBF589,1,vom Aussterben bedroht,"prés humides, marais","Auen, Sümpfe","golene, paludi"
9869E234-37A2-493E-A9A3-DFCFE0B77DCE,3,gefährdet,eaux dormantes riches en végétation,pflanzenreiches Stillwasser,acque ferme ricche di vegetazione
0CFAF8B1-EACF-4F9D-A56C-B779ADFF36A0,2,stark gefährdet,"étangs, lacs",Teiche und Seen,stagni e laghi
6051E822-4875-481B-B38F-473F22C67616,4,potentiell gefährdet,"marais, étangs, lacs","Sümpfe, Teiche, Seen","paludi, stagni, laghi"
F067C899-0F4D-448C-86EC-0B998A1FD584,3,gefährdet,fossés basses (VD),seichte Wassergräben (VD),fossi bassi (VD)
70E76DA9-B129-447E-A0BE-97D6DDB1CF6F,3,gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque ricche di vegetazione
221DB02F-7483-438B-AB2E-157D07B11622,2,stark gefährdet,eaux claires riches en végétation,"klare, pflanzenreiche Gewässer",acque limpide ricche di vegetazione
3CC4BBC4-8EE9-4824-83C0-3C5E2D4D01D5,3,gefährdet,eaux chaudes,warme Gewässer,acque calde
0C16C1A4-6249-4D35-BDE5-9498171C92E2,4,potentiell gefährdet,"fossés, rives lacustres","Wassergräben, flache Seeufer","fossi, rive lacustri dolci"
294DB402-EEE9-41C8-A6F5-58B7EA7C6F19,3,gefährdet,"eaux de faible étendue, marais","Kleingewässer, Sümpfe","paludi, piccoli specchi d'aqua"
4D27C83C-AAEE-4751-B899-3FD48FA7A105,3,gefährdet,eaux stagnantes de faible étendue,"kleine, stehende Gewässer",piccoli specchi d'acqua stagnante
48AF2F2D-FA2B-4F7A-9FE8-90023373CB3B,3,gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque ricche di vegetazione
D2F05235-29B9-4EDA-B81F-0E45A609EC47,2,stark gefährdet,eaux stagnantes claires,"klare, stehende Gewässer",acque stagnanti limpide
6F54955A-F00D-48E6-AC16-6A7D017F57C2,3,gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque ricche di vegetazione
1CB71477-C254-403D-BAC9-01BF79DB7DBE,2,stark gefährdet,eaux dormantes riches en végétation,pflanzenreiches Stillwasser,acque ferme ricche di vegetazione
AFC3F4B5-D03C-46D6-AFCE-351514163477,1,vom Aussterben bedroht,eaux stagnantes claires,"klare, stehende Gewässer",zone di interramento pulite
3E3EAA98-FD91-4EFE-8938-45875914337E,3,gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque stagnanti limpide
62C7E64E-993E-4C51-901B-7A01D84157B3,1,vom Aussterben bedroht,zones d'assèchement propres,saubere Verlandungszonen,acque ricche di vegetazione
A6E96146-AA98-4709-A796-F13CF180F300,3,gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque ricche di vegetazione
9C36B050-D12E-4FAC-9864-0010BD12F82B,3,gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque ricche di vegetazione
2F962AB8-7829-434C-AABC-5C8B9035B9B6,3,gefährdet,eaux calcaires claires,"kalkreiche, klare Gewässer",acque limpide ricche di carbonati
FB89A9F0-9970-459A-8E77-203D61339D80,4,potentiell gefährdet,eaux riches en végétation,pflanzenreiche Gewässer,acque ricche di vegetazione
C44D5D6F-FD60-448F-949D-4BFCDA1EE774,2,stark gefährdet,eaux claires riches en végétation,"pflanzenreiche, klare Gewässer",acque stagnanti limpide
3E2DAFAC-5BBC-4ED0-BB98-67AD1724A114,2,stark gefährdet,biotopes humides calcaires,kalkreiche Nassbiotope,biotopi umidi ricchi di carbonati
EF55A20B-5D23-408C-9E63-8C5E217FB160,3,gefährdet,,,
A9B662B0-D6F5-4D38-9BC5-8B654E22F42E,3,gefährdet,substrats durs moussus,moosbewachsene Hartsubstrate,substrati duri ricoperti di muschi
68B93D5B-6288-4B6D-B170-8A5E91B89DA8,4,potentiell gefährdet,sol forestier profond calcaire,"tiefgründiger Waldboden, Kalk","suoli forestali profondi, con grosso detrito di calcare"
FD895AB7-76A1-4335-8160-4458920C121B,3,gefährdet,lisières chaudes-humides calcaires,warmfeuchte Waldränder (Kalk),"margini boschivi caldo-umidi, calcare"
5CF0FB80-B824-4F49-A99B-67DF05C43687,4,potentiell gefährdet,"rochers et murs calcaires (TI), endémique","Kalkfelsen und -mauern (TI), [e]","rocce e muri calcarei (TI), [e]"
8EC3EA02-721D-4B0C-9B51-FD3AE660C574,3,gefährdet,gazons secs calcaires,Trockenrasen auf Kalk,prati secchi su calcare
1895CB6B-039A-4869-909A-CF6557F71DBF,4,potentiell gefährdet,stations calcaires xérothermes,xerotherme Kalkstandorte,stazioni xeroterme su calcare
64924A52-4074-4F71-9E8C-6B1D4C91C9B0,4,potentiell gefährdet,rochers calcaires xérothermes,xerotherme Kalkfelsen,rocce calcaree xeroterme
467A2164-E728-4D04-B43F-0D3314121BEB,2,stark gefährdet,gazons secs calcaires,Trockenrasen auf Kalk,prati secchi su calcare
8DC34594-5CEC-4C70-B3F6-A249603CC6F2,2,stark gefährdet,rochers calcaires exposés au soleil,besonnte Kalkfelsen,rocce calcaree soleggiate
CBD73DAA-025F-4D75-858A-EC5552844D03,3,gefährdet,prairies de montagne humides,nasse Bergwiesen,prati montani umidi
3E5A15BD-E5C9-432E-A817-57B9BC645D31,1,vom Aussterben bedroht,steppes rocheuses,Felsensteppe,steppe rocciose
F7856210-9DE7-4313-BD6A-ECA6E3F32458,4,potentiell gefährdet,éboulis calcaires secs-chauds,trockenwarmes Kalkgeröll,detrito calcareo caldo e secco
2985FDA9-7E38-49F0-A96F-51473AB60416,4,potentiell gefährdet,éboulis calcaires secs-chauds,trockenwarmes Kalkgeröll,detrito calcareo caldo e secco
791152FD-EFFC-4A12-AD19-6038FED55718,1,vom Aussterben bedroht,prairies humides calcaires,feuchte Wiesen auf Kalk,prati umidi su calcare
8C190BD0-A621-45DD-87B0-BA475B84479F,1,vom Aussterben bedroht,biotopes humides calcaires,kalkreiche Nassbiotope,biotopi umidi ricchi di carbonati
9B631957-20F1-489F-A0E8-4B0CB3DFC0E6,4,potentiell gefährdet,"forêts de mélèzes et arolles (Zermatt VS), relique glaciaire","Lärchen-Arven-Altbestände bei Zermatt, [g]","boschi vecchi di lanci e cembri (VS), [g]"
0E78CB07-0215-48C5-A7D8-5B9F42C36244,4,potentiell gefährdet,pentes sèches calcaires,Trockenhänge auf Kalk,pendii asciutti su calcare
BD455DA3-033F-4482-A571-08CA07526521,3,gefährdet,pentes sèches calcaires,Trockenhänge auf Kalk,pendii asciutti su calcare
31FA0A1C-6DAD-4B30-AB42-7890F700DB14,3,gefährdet,pentes sèches calcaires,Trockenrasen auf Kalk,prati secchi su calcare
D6CB13C7-477D-450E-9798-54C24293D37C,3,gefährdet,biotopes humides calcaires,kalkreiche Feuchtbiotope,biotopi umidi ricchi di carbonati
1474DBEF-5A12-4F59-B6B1-C0E412513B43,4,potentiell gefährdet,"bas-marais, roselières","Flachmoore, Röhricht","torbiere basse, canneti"
BBFA53AD-A3B0-476D-B224-25543F6BC374,2,stark gefährdet,biotopes humides de montagne calcaires,Nassbiotope im Kalkgebirge,biotopi umidi su montagne calcaree
3E378315-6F4D-41C1-B10A-EAA0E0A30DCD,1,vom Aussterben bedroht,biotopes humides de montagne calcaires,Nassbiotope im Kalkgebirge,biotopi umidi su montagne calcaree
AD1A2619-36E3-43B3-A4B9-DF8E334C286A,1,vom Aussterben bedroht,biotopes humides calcaires,kalkreiche Feuchtbiotope,biotopi umidi ricchi di carbonati
BADA80BF-FEBA-4009-B47A-96D508DC5665,1,vom Aussterben bedroht,biotopes humides calcaires (GR),kalkreiche Feuchtbiotope (GR),biotopi umidi ricchi di carbonati (GR)
532B5FD6-DA0F-41BA-B7FA-F9B1C6F42EA7,2,stark gefährdet,biotopes humides calcaires,kalkreiche Feuchtbiotope,biotopi umidi ricchi di carbonati
869B0171-4900-4D75-B719-61DEA0A7BDB4,3,gefährdet,"rives lacustres, marais","Seeufer, Sümpfe","rive lacustri, paludi"
9C2FD749-04D2-4389-A4D0-1B2E6AD9C5FC,2,stark gefährdet,prairies sèches calcaires,Trockenrasen auf Kalk,prati secchi su calcare
70AB1CBF-BE48-4BA2-9D57-DA589FBC546C,3,gefährdet,éboulis calcaires secs-chauds,trockenwarmer Kalkschutt,detrito calcareo caldo e secco
14CC703B-8F3B-4845-8C34-2A07ACD69AB9,3,gefährdet,prairies sèches-chaudes,trockenwarme Wiesen,prati caldi e secchi
D8E97958-1E58-45CD-B23C-62B58ACA6A5F,4,potentiell gefährdet,hêtraies calcaires fraîches-humides,kühl-feuchte Kalkbuchenwälder,"faggete fresche e umide, calcare"
D28B020E-161E-42CC-AABE-E853FAB9C8DC,4,potentiell gefährdet,substrats durs moussus,moosbewachsene Hartsubstrate,substrati duri ricoperti di muschi
364C07F4-6DCE-490D-9880-C65CCCF5D394,3,gefährdet,stocks de vieux bois (SH),Altholzbestand (SH),boschi maturi (SH)
A732036E-7F75-4C7B-9AC8-7F4188EFAACC,4,potentiell gefährdet,"ravins rocheux S (VS), endémique localement","nur VS: Reliktstandort in der Gondoschlucht, [se]",gole in rocce silicee (VS) [se]
5350BD9F-4AF5-4B8C-B453-7EDF77C76604,1,vom Aussterben bedroht,"hêtraies subalpines (TI), endémique localement","nur TI: Reliktstandort in subalpinem Buchenwald, [se]",faggete subalpine (TI) [se]
16C9CCB5-EC58-46B6-AFDF-DD017C07D3FF,4,potentiell gefährdet,hêtraies calcaires (0-CH),Kalkbuchenwälder (W-CH),faggete su calcare (O-CH)
7ACA2B62-DFD2-4A37-9418-1B476EF8F072,4,potentiell gefährdet,rochers calcaires chauds-humides (TI),warmfeuchter Kalkfels (TI),rocce calcaree caldo-umide (TI)
3D499305-EC51-49DF-8F5B-F6082F355807,4,potentiell gefährdet,forêts humides (TG),nur TG: Feuchtbiotope am Seerücken,biotopi umidi (TG)
FEE88A97-0519-4D16-85F3-0C2EDA708FBF,4,potentiell gefährdet,milieux ouverts rocheux,offene felsige Standorte,stazioni rocciose aperte
D7568C61-68FA-49F8-B08C-0A0102184B50,4,potentiell gefährdet,parcs,Parkanlagen,parchi
00E3295F-8E67-4F4C-9E3E-2417E713A7DE,3,gefährdet,"bas-marais, rives marécageuses",Flachmoore und sumpfige Ufer,torbiere basse e rive paludose
33C652C3-DAC9-4C88-AA95-758008D940A6,3,gefährdet,rochers et forêts chaudes-humides,warmfeuchte Fels-/Waldbiotope,biotopi rupicoli / forestali caldo-umidi
13C75119-9764-442D-937E-21C41E585B01,4,potentiell gefährdet,forêts fraîches-humides,kühlfeuchte Wälder,boschi freddi e umidi
F4C72526-D169-4670-8ECD-2C3E428196C0,3,gefährdet,forêts de montagne humides,feuchte Montan-Wälder,boschi montani umidi
FA5373CF-D25E-40D0-B5F5-D41C8E0FA583,3,gefährdet,forêts alluviales,Auenwälder,boschi golenali
38F27C6F-20ED-4056-9295-36A4C9B57826,2,stark gefährdet,forêts de montagne chaudes-humides (Sottoceneri),warmfeuchter Bergwald im Südtessin,boschi montani caldo-umidi (Sottoceneri)
2A4AD650-960B-40C3-BD84-0E7B4259794D,4,potentiell gefährdet,forêts sèches,Trockenwald,boschi asciutti
744C9E18-D56E-4389-9484-197278848C1C,2,stark gefährdet,sol profond humide (Engadine),tiefgründige Feuchtstandorte im Engadin,prati paludosi (Engadina)
4DF20DC3-301B-4624-A318-16DF648B9C30,3,gefährdet,forêts rocheuses humides,"felsiger, feuchter Wald",boschi umidi rocciosi
E4A570ED-87BE-429F-B416-88147762DE39,4,potentiell gefährdet,,,
E2671052-1108-4A72-A070-6DB556E72CBE,2,stark gefährdet,"forêts marécageuses, alluviales","sumpfiger Wald, Auwald","boschi paludosi, bosci di golena"
71319B1F-D12E-435E-9C1C-C0001F64656B,2,stark gefährdet,"forêts marécageuses, alluviales","sumpfiger Wald, Auwald","boschi paludosi, bosci di golena"
6FBA9324-F019-45B2-9D7A-A181A788B57B,1,vom Aussterben bedroht,"chaux silicifere frais-humide (TI), endémique localement","kühlfeuchter Kieselkalk (TI), [se]","calcari selciosi freddo-umidi (Sottoceneri), [se]"
BAF66846-4F5B-4874-A9AE-C095BDFAC344,4,potentiell gefährdet,forêts de conifères montagnardes et subalpines,montane und subalpine Nadelwälder,boschi di conifere montani e subalpini
D239E06E-FBAD-410D-9AC1-FD3F717307CB,4,potentiell gefährdet,"grottes humides, vieilles caves","feuchte Höhlen, alte Keller","grotte umide, vecchie cantine"
EFFAD7BE-20DE-49A7-BA58-AD6049AE8AC4,1,vom Aussterben bedroht,forêts de conifères montagnardes,montane Nadelwälder,boschi montani di conifere
C6DF0C4E-D994-4A08-A886-321B7E9F63D3,2,stark gefährdet,"forêts humides, prairies (Tl)","feuchte Wälder, Wiesen (TI)","boschi umidi, prati (TI)"
9C458061-DC69-42B2-BAAD-3BE1C4A7A4D4,3,gefährdet,forêts de montagne humides (Tl),feuchte Bergwälder (TI),boschi montani (TI)
8E5AF6AE-B3E6-4439-99A9-5E816EA218F3,4,potentiell gefährdet,forêts quasi naturelles biotopes rocheuses,naturnahe Wald- / Felsbiotope,biotopi forestali / rupicoli quasi naturali
ED43FEBF-073B-4CE4-AD2D-F357F4010629,4,potentiell gefährdet,forêts humides,feuchter Wald,boschi umidi
5A6B8C69-FC13-4AA4-8B2D-5E79028E8D30,3,gefährdet,sol profond de forêts feuillus (TI),tiefgründige Laubwaldböden (TI),suoli profondi di boschi di latifoglie (TI)
3BD66F41-9B0F-4FC8-B333-1EC3A2F9B4FD,4,potentiell gefährdet,milieux secs et chauds,trockenwarme Standorte,stazioni calde e secche
16C3CC1E-66B7-4901-B108-B7BBCDBF3996,4,potentiell gefährdet,prairies sèches,Trockenrasen,prati secchi
58D462EB-7EA8-4B2E-A383-B0D869FBBDCE,4,potentiell gefährdet,milieux secs et chauds,trockenwarme Standorte,stazioni calde e secche
EBEA71DF-BA7C-47A4-B2D8-49BA7E558C29,2,stark gefährdet,"pâturages alpins (NW), endémique localement","Alpweide (NW), [se]","pascoli alpini (NW), [se]"
93A87161-55D8-4683-ACED-89CFD47FA23D,4,potentiell gefährdet,"ravins forestiers (Birstal), endémique","Schluchtwälder (Birstal), [e]","boschi di gola (Birstal), [e]"
E9EBD501-B35C-4E1B-B20B-BFBA02F3A6B3,4,potentiell gefährdet,rochers montagnards et subalpins,montane und subalp. Felsen,rocce montane e subalpine
C9FE864A-CCFE-47ED-A385-3C8D35BC0D17,2,stark gefährdet,rochers crevassés calcaires (GR)],klüftiger Kalkfels (GR)],rocce calcaree fessurate (GR)
AD03DDA3-5FED-46F6-A802-BD767279933B,3,gefährdet,rochers crevassés calcaires (TI)],klüftiger Kalkfels (TI)],rocce calcaree fessurate (TI)
8EB7CF3E-5F22-4521-9C21-29C25FBCB4CB,3,gefährdet,rochers crevassés calcaires (GR)],klüftiger Kalkfels (GR)],rocce calcaree fessurate (GR)
A4CBDF6F-7ED2-4AA1-9985-905336A80267,3,gefährdet,rochers crevassés calcaires (TI),klüftiger Kalkfels (TI),rocce calcaree fessurate (TI)
0A393B40-086D-491A-9502-115B6BCE79C6,0,ausgestorben oder verschollen,landes alpines rocheuses (VS),alpine Felsheide (VS),brughiere rocciose alpine (VS)
DF21479B-7075-4312-B3E6-D42B2B0267BD,4,potentiell gefährdet,forêts claires,lichte Wälder auf kalkreicher Unterlage,boschi radi
E41087EC-52B5-4E52-9589-11F47490638D,3,gefährdet,eaux basses calmes,ruhige Seichtgewässer,acque basse tranquille
3B6937C8-6B4B-4985-A2C6-45C2D2CB31ED,1,vom Aussterben bedroht,eaux basses claires et agitées,klare bewegte Seichtgewässer,"acque basse, limpide e mosse"
92B5D2E4-4441-48E7-B669-384E469A2C4D,2,stark gefährdet,eaux basses oxygénées,sauerstoffreiche Seichtgewässer,acque basse ricche di ossigeno
708B6133-14F2-4A67-B56A-B8A74A104D6A,3,gefährdet,eaux basses calmes,ruhige Seichtgewässer,acque basse tranquille
6290C3AD-0435-4DEE-93FE-7E65B3A3DCA5,3,gefährdet,eaux basses calmes,ruhige Seichtgewässer,acque basse tranquille
87D8D508-F9D6-4434-A7C8-7BCB373E26BD,3,gefährdet,marais et mares,Sümpfe und Tümpel,paludi e pozze
B0CAEC66-C250-40AA-9565-5FC275BF5FCE,3,gefährdet,"eaux courantes, rives lacustres agitées",Flüsse und bewegtes Seelitoral,"acque correnti, rive lacustri mosse"
7EE1B84C-2178-444F-B56A-BC11518676A2,4,potentiell gefährdet,eaux profondes de nombreux lacs,Tiefwasser mancher Seen,acque profonde di vari laghi
F7D1CD56-9B68-4DEE-8EAB-62B7704A2B96,4,potentiell gefährdet,littoral de lacs préalpins et alpins,Litoral voralpiner und hochalpiner Seen,acque litorali di laghi alpini e prealpini
945994E1-6A86-4428-AD73-3998DDACD22F,4,potentiell gefährdet,littoral de lacs jusqu'à 2100 m,Litoral weniger Seen bis 2100 m ü.M.,acque litorali di lago fino 2100 m
B1F72E18-C4F7-477A-9ED9-1749DFEE14E2,4,potentiell gefährdet,eaux vaseuses,schlammreiche Gewässer,acque fangose
8671BE39-2BF8-45F3-946E-A0ADA284B57D,4,potentiell gefährdet,rives lacustres calmes,stilles Seelitoral,acque litorali tranquille di lago
0B6C926F-DCBE-4EEB-95FD-890AFEB07228,2,stark gefährdet,"lacs asséchés, bas-marais","verlandende Seen, Flachmoore","laghi in via d'interramento, torbiere basse"
A783B3F7-A8A0-41BB-A735-3AA20CDCE86E,4,potentiell gefährdet,canaux vaseux à immersion temporaire,"temporär fliessende, schlammreiche Kanäle",canali temporanei e fangosi
39873F2B-2009-456B-A911-66CBAF18266E,4,potentiell gefährdet,rivières calcaires à fort courant,kalkreiche Flüsse mit starker Strömung,"fiumi a forte corrente, ricchi di carbonati"
89AAC047-A523-4CA7-ABE8-95C15483ACEC,4,potentiell gefährdet,rives lacustres calmes,stilles Seelitoral,acque litorali tranquille di lago
